date,product_id,product_name,category,business_type,unit_of_measure,opening_stock,units_sold,shrinkage_units,units_restocked,closing_stock,unit_cost_kes,selling_price_kes,supplier_name,supplier_county,supplier_lead_days,reorder_level,is_holiday,is_weekend
2025-10-26,PRD011,ORS Sachets x6,Rehydration,Pharmacy,Pack,40.0,1.0,3,0,37,35,60.0,Dawa Ltd,nairobi,2,50,1,1
29-09-2024,PRD015,  CAN Fertiliser 50kg  ,Fertilisers,Agrovet,BAG,28.0,26.0,3,53,52,3200,3900.0,MEA Fertilisers,NAIROBI,7,5,0,1
2024-06-06,PRD020,Earphones Generic,Accessories,Electronics,PCS,10.0,10.0,1,0,0,150,300.0,,NAIROBI,2,12,0,0
2025-08-06,PRD013,Malaria RDT Kit,Diagnostics,Pharmacy,PCS,23.0,23.0,0,0,-11,120,200.0,,Nairobi ,4,25,0,0
2024-01-13,PRD010,Amoxicillin 250mg x6,Antibiotics,Pharmacy,Strips,120.0,2.0,2,31,147,55,90.0,Cosmos Pharmaceuticals,NAIROBI,3,40,0,1
2025-10-19,PRD010,Amoxicillin 250mg x6,Antibiotics,Pharmacy,Strips,,16.0,1,0,79,55,90.0,Cosmos Pharmaceuticals,NAIROBI,3,40,0,1
2024-11-07,PRD002,  Pembe Unga 1kg  ,Flour & Grains,Mini Supermarket,Bags,89.0,11.0,0,0,78,78,95.0,Unga Ltd Nairobi,,3,25,0,0
2025-09-20,PRD019,Infinix Charger 33W,Accessories,Electronics,PCS,28.0,17.0,2,0,9,380,650.0,Luthuli Ave Wholesale,NAIROBI,2,10,0,1
2024-10-01,PRD014,DAP Fertiliser 50kg,Fertilisers,Agrovet,bag,23.0,15.0,3,21,26,3800,4500.0,MEA Fertilisers,Nairob,7,5,0,0
2025-02-25,PRD003,Brookside Milk 500ml,Dairy,Mini Supermarket,piece,100.0,,1,0,93,55,70.0,Brookside Dairy Ltd,Kiambu ,2,40,0,0
2025-08-13,PRD014,DAP Fertiliser 50kg,Fertilisers,Agrovet,bag,101.0,28.0,1,12,84,3800,4500.0,MEA Fertilisers,Nairob,7,5,0,0
2025-02-17,PRD020,Earphones Generic,Accessories,Electronics,PCS,97.0,36.0,2,48,107,150,8956.398784968067,,NAIROBI,2,12,0,0
2026-04-13,PRD011,ORS Sachets x6,Rehydration,Pharmacy,Pack,31.0,16.0,2,5,18,35,60.0,Dawa Ltd,nairobi,2,50,0,0
06/24/2025,PRD004,KCC Butter 250g,Dairy,Mini Supermarket,piece,65.0,2.0,2,0,81,210,260.0,Brookside Dairy Ltd,kiambu,2,15,0,0
01/02/2025,PRD005,Elianto Cooking Oil 1L,Oils & Fats,Mini Supermarket,btl,86.0,24.0,3,0,59,230,280.0,Kapa Oil Refineries,Nairobi,4,20,0,1
2025-06-08,PRD020,Earphones Generic,Accessories,Electronics,PCS,106.0,17.0,1,0,88,150,,,NAIROBI,2,12,0,1
2026-04-28,PRD007,Omo Washing Powder 1kg,DETERGENTS,Mini Supermarket,pack,77.0,28.0,3,0,46,295,398.25,Bidco Africa Mombasa Rd,Nairob,3,12,0,0
2024-10-27,PRD009,Paracetamol 500mg x10,Analgesics,Pharmacy,Strips,114.0,,3,0,108,18,,Shelys Pharmaceuticals,Nairobi ,2,60,0,1
2025-08-22,PRD005,Elianto Cooking Oil 1L,Oils & Fats,Mini Supermarket,btl,35.0,26.0,3,0,6,230,280.0,Kapa Oil Refineries,nairobi,4,20,0,0
2025-10-02,PRD015,CAN Fertiliser 50kg,Fertilisers,Agrovet,Bags,97.0,3.0,1,5,98,3200,3900.0,MEA Fertilisers,NAIROBI,7,5,0,0
2026-03-26,PRD008,Royco Mchuzi Mix 75g,seasonings,Mini Supermarket,Pack,78.0,35.0,1,22,64,42,55.0,Unilever Kenya,nairobi,3,35,0,0
2026-01-28,PRD020,Earphones Generic,Accessories,Electronics,PCS,11.0,8.0,3,0,0,150,300.0,,NAIROBI,2,12,0,0
2025-04-28,PRD020,Earphones Generic,Accessories,Electronics,PCS,51.0,34.0,1,0,16,150,300.0,,NAIROBI,2,12,0,0
2024-02-17,PRD001,Unga Jogoo 2kg,Flour & Grains,Mini Supermarket,bag,21.0,12.0,1,0,8,145,175.0,Unga Ltd Nairobi,Nairobi ,3,30,0,1
2024-09-06,PRD018,Drenching Gun Dewormer,Veterinary,Agrovet,Btl,80.0,6.0,1,25,98,480,650.0,Interchemie Kenya,nairobi,4,8,0,0
2024-11-14,PRD002,Pembe Unga 1kg,Flour & Grains,Mini Supermarket,BAG,102.0,7.0,2,54,147,78,95.0,Unga Ltd Nairobi,NAIROBI,3,25,0,0
2024-08-08,PRD009,Paracetamol 500mg x10,Analgesics,Pharmacy,Strips,107.0,28.0,3,0,76,18,30.0,Shelys Pharmaceuticals,Nairobi ,2,60,0,0
2024-11-03,PRD014,DAP Fertiliser 50kg,Fertilisers,Agrovet,bag,71.0,37.0,3,0,31,3800,4500.0,MEA Fertilisers,NAIROB,7,5,0,1
2025-08-12,PRD007,  Omo Washing Powder 1kg  ,Detergents,Mini Supermarket,pack,32.0,23.0,0,1,10,295,398.25,Bidco Africa Mombasa Rd,,3,12,0,0
2025-11-20,PRD007,Omo Washing Powder 1kg,Detergents,Mini Supermarket,pack,15.0,1.0,2,56,68,295,398.25,Bidco Africa Mombasa Rd,Nairob,3,12,0,0
2024-12-28,PRD011,ORS Sachets x6,Rehydration,Pharmacy,Pack,73.0,34.0,1,0,38,35,60.0,Dawa Ltd,nairobi,2,50,0,1
2025-01-12,PRD008,  Royco Mchuzi Mix 75g  ,Seasonings,Mini Supermarket,Pack,107.0,36.0,3,49,117,42,55.0,Unilever Kenya,nairobi,3,35,0,1
2024-01-22,PRD014,DAP Fertiliser 50kg,Fertilisers,Agrovet,bag,90.0,25.0,1,0,64,3800,4500.0,MEA Fertilisers,Nairob,7,5,0,0
2024-06-04,PRD012,Dettol Antiseptic 100ml,Antiseptics,Pharmacy,Bottle,51.0,8.0,2,0,41,145,200.0,Reckitt Kenya,NAIROBI,3,20,0,0
2024-10-04,PRD018,Drenching Gun Dewormer,Veterinary,Agrovet,Bottle,25.0,5.0,0,0,20,480,650.0,Interchemie Kenya,nairobi,4,8,0,0
2024-07-18,PRD020,Earphones Generic,Accessories,Electronics,PCS,120.0,9.0,3,0,108,150,300.0,,NAIROBI,2,12,0,0
2025-08-24,PRD007,Omo Washing Powder 1kg,Detergents,Mini Supermarket,pack,38.0,16.0,1,0,21,295,,Bidco Africa Mombasa Rd,Nairob,3,12,0,1
2025-03-05,PRD019,Infinix Charger 33W,Accessories,Electronics,PCS,83.0,39.0,2,69,111,380,650.0,Luthuli Ave Wholesale,NAIROBI,2,10,0,0
2024-02-01,PRD008,Royco Mchuzi Mix 75g,Seasonings,mini supermarket,pck,74.0,29.0,3,66,108,42,55.0,Unilever Kenya,nairobi,3,35,0,0
2026-02-09,PRD009,Paracetamol 500mg x10,Analgesics,Pharmacy,Strips,87.0,20.0,2,54,119,18,30.0,Shelys Pharmaceuticals,Nairobi ,2,60,0,0
2026-04-22,PRD004,KCC Butter 250g,Dairy,Mini Supermarket,PCS,,38.0,1,43,57,210,260.0,Brookside Dairy Ltd,,2,15,0,0
2024-05-26,PRD008,Royco Mchuzi Mix 75g,SEASONINGS,Mini Supermarket,Pack,76.0,30.0,3,0,43,42,55.0,Unilever Kenya,nairobi,3,35,0,1
2025-01-09,PRD009,Paracetamol 500mg x10,Analgesics,Pharmacy,Strips,91.0,36.0,0,0,55,18,30.0,Shelys Pharmaceuticals,Nairobi ,2,60,0,0
2025-09-15,PRD001,Unga Jogoo 2kg,Flour & Grains,Mini Supermarket,bag,71.0,11.0,0,0,60,145,175.0,Unga Ltd Nairobi,Nairobi ,3,30,0,0
2024-05-02,PRD012,Dettol Antiseptic 100ml,Antiseptics,Pharmacy,Bottle,23.0,19.0,3,42,43,145,200.0,Reckitt Kenya,NAIROBI,3,20,0,0
2024-12-31,PRD004,KCC Butter 250g,Dairy,Mini Supermarket,PCS,,5.0,2,36,43,210,260.0,,Kiambu,2,15,0,0
2025-08-29,PRD008,Royco Mchuzi Mix 75g,Seasonings,Mini Supermarket,Pack,97.0,33.0,0,23,87,42,1642.0064439108123,Unilever Kenya,nairobi,3,35,0,0
2024-05-29,PRD005,Elianto Cooking Oil 1L,OILS & FATS,Mini Supermarket,btl,81.0,3.0,2,0,76,230,280.0,Kapa Oil Refineries,Nairobi,4,20,0,0
2024-02-01,PRD016,Maize Seed 2kg,Seeds,Agrovet,PACK,51.0,39.0,3,0,9,380,520.0,Kenya Seed Company,Nakurru,5,15,0,0
2024-05-31,PRD015,CAN Fertiliser 50kg,Fertilisers,Agrovet,BAG,17.0,5.0,0,0,12,3200,3900.0,MEA Fertilisers,NAIROBI,7,5,0,0
2025-07-24,PRD008,Royco Mchuzi Mix 75g,Seasonings,Mini Supermarket,Pack,,23.0,1,0,6,42,55.0,Unilever Kenya,nairobi,3,35,0,0
2025-05-27,PRD003,Brookside Milk 500ml,Dairy,Mini Supermarket,PCS,45.0,37.0,3,0,5,55,70.0,Brookside Dairy Ltd,Kiambu ,2,40,0,0
2025-01-03,PRD014,DAP Fertiliser 50kg,Fertilisers,Agrovet,bag,75.0,5.0,3,40,107,3800,4500.0,MEA Fertilisers,Nairob,7,5,0,0
2025-01-20,PRD007,Omo Washing Powder 1kg,Detergents,Mini Supermarket,Packs,5.0,3.0,2,51,51,295,398.25,Bidco Africa Mombasa Rd,Nairob,3,12,0,0
2025-12-17,PRD003,Brookside Milk 500ml,Dairy,Mini Supermarket,piece,33.0,6.0,0,15,42,55,70.0,,Kiambu ,2,40,0,0
2025-04-22,PRD008,Royco Mchuzi Mix 75g,Seasonings,Mini Supermarket,pck,12.0,9.0,1,0,7,42,55.0,Unilever Kenya,NAIROBI,3,35,0,0
2026-02-26,PRD014,DAP Fertiliser 50kg,Fertilisers,Agrovet,bag,92.0,9.0,0,0,83,3800,4500.0,MEA Fertilisers,Nairob,7,5,0,0
2025-04-21,PRD009,Paracetamol 500mg x10,Analgesics,Pharmacy,Strips,107.0,26.0,3,0,78,18,,Shelys Pharmaceuticals,Nairobi ,2,60,0,0
2024-07-02,PRD014,DAP Fertiliser 50kg,Fertilisers,Agrovet,bag,62.0,18.0,2,0,42,3800,4500.0,MEA Fertilisers,Nairob,7,5,0,0
2025-08-31,PRD018,Drenching Gun Dewormer,Veterinary,Agrovet,Bottle,48.0,26.0,0,4,26,480,650.0,Interchemie Kenya,nairobi,4,8,0,1
2024-08-31,PRD016,Maize Seed 2kg,Seeds,Agrovet,PACK,103.0,40.0,1,0,62,380,520.0,Kenya Seed Company,Nakurru,5,15,0,1
2025-09-25,PRD002,Pembe Unga 1kg,Flour & Grains,Mini Supermarket,BAG,48.0,30.0,0,0,18,78,95.0,Unga Ltd Nairobi,NAIROBI,3,25,0,0
2024-01-07,PRD001,Unga Jogoo 2kg,Flour & Grains,Mini Supermarket,bag,,0.0,2,30,41,145,175.0,Unga Ltd Nairobi,Nairobi ,3,30,0,1
2025-01-08,PRD016,Maize Seed 2kg,Seeds,Agrovet,PACK,60.0,22.0,3,0,35,380,520.0,Kenya Seed Company,Nakurru,5,15,0,0
2025-05-31,PRD008,Royco Mchuzi Mix 75g,Seasonings,Mini Supermarket,Pack,15.0,10.0,0,16,21,42,55.0,Unilever Kenya,nairobi,3,35,0,1
2026-02-25,PRD017,Newcastle Vaccine 100dos,Veterinary,Agrovet,VIAL,40.0,-34.0,2,0,4,250,400.0,Interchemie Kenya,,4,10,0,0
2024-07-16,PRD018,Drenching Gun Dewormer,Veterinary,Agrovet,Bottle,83.0,14.0,1,3,71,480,650.0,Interchemie Kenya,nairobi,4,8,0,0
2024-12-03,PRD020,Earphones Generic,Accessories,Electronics,PCS,73.0,33.0,3,74,111,150,300.0,,NAIROBI,2,12,0,0
2024-03-29,PRD020,Earphones Generic,Accessories,Electronics,PCS,14.0,10.0,2,0,2,150,300.0,,NAIROBI,2,12,0,0
2024-10-19,PRD009,Paracetamol 500mg x10,Analgesics,Pharmacy,Strips,85.0,19.0,1,63,128,18,895.6398784968067,Shelys Pharmaceuticals,Nairobi ,2,60,0,1
2026-03-18,PRD002,Pembe Unga 1kg,Flour & Grains,Mini Supermarket,bag,92.0,22.0,0,0,70,78,95.0,Unga Ltd Nairobi,NAIROBI,3,25,0,0
2024-05-06,PRD001,Unga Jogoo 2kg,Flour & Grains,Mini Sup.,bag,38.0,19.0,1,30,48,145,,Unga Ltd Nairobi,,3,30,0,0
"Oct 03, 2024",PRD014,DAP Fertiliser 50kg,Fertilisers,Agrovet,bag,113.0,10.0,1,0,102,3800,4500.0,MEA Fertilisers,Nairob,7,5,0,0
2025-02-10,PRD004,KCC Butter 250g,Dairy,Mini Supermarket,piece,119.0,0.0,2,0,117,210,260.0,Brookside Dairy Ltd,kiambu,2,15,0,0
2024-10-08,PRD010,Amoxicillin 250mg x6,Antibiotics,Pharmacy,Strips,50.0,7.0,0,0,30,55,90.0,Cosmos Pharmaceuticals,NAIROBI,3,40,0,0
2025-09-17,PRD020,Earphones Generic,Accessories,Electronics,PCS,62.0,17.0,3,0,42,150,300.0,,NAIROBI,2,12,0,0
2025-10-14,PRD017,Newcastle Vaccine 100dos,Veterinary,Agrovet,VIAL,27.0,3.0,1,72,95,250,400.0,Interchemie Kenya,Nairob,4,10,0,0
2025-11-04,PRD020,Earphones Generic,Accessories,Electronics,PCS,113.0,4.0,0,24,133,150,300.0,,NAIROBI,2,12,0,0
2025-01-15,PRD008,Royco Mchuzi Mix 75g,Seasonings,Mini Supermarket,pack,-120.0,11.0,0,43,152,42,55.0,Unilever Kenya,nairobi,3,35,0,0
2024-06-01,PRD007,Omo Washing Powder 1kg,Detergents,Mini Supermarkt,pack,57.0,24.0,3,0,30,295,,Bidco Africa Mombasa Rd,Nairob,3,12,0,1
2026-02-10,PRD018,Drenching Gun Dewormer,Veterinary,Agrovet,Bottle,22.0,14.0,0,44,52,480,650.0,Interchemie Kenya,nairobi,4,8,0,0
09-08-2024,PRD018,Drenching Gun Dewormer,Veterinary,Agrovet,Bottle,45.0,35.0,0,0,10,480,650.0,Interchemie Kenya,nairobi,4,8,0,0
2025-10-05,PRD006,Salit Sugar 1kg,SUGAR & SPICES,Mini Supermarket,Bag ,22.0,1.0,0,0,21,135,160.0,Mumias Sugar Distributor,Kisumu,5,30,0,1
2024-04-15,PRD004,KCC Butter 250g,Dairy,Mini Supermarket,piece,70.0,23.0,0,0,58,210,,Brookside Dairy Ltd,,2,15,0,0
2025-01-02,PRD017,Newcastle Vaccine 100dos,Veterinary,Agrovet,VIAL,24.0,21.0,3,80,80,250,400.0,Interchemie Kenya,Nairob,4,10,0,0
2025-08-19,PRD008,Royco Mchuzi Mix 75g,Seasonings,Mini Supermarket,Pack,108.0,40.0,0,24,92,42,55.0,Unilever Kenya,nairobi,3,35,0,0
2025-07-06,PRD012,Dettol Antiseptic 100ml,Antiseptics,pharmacy,Bottle,22.0,5.0,0,0,17,145,200.0,Reckitt Kenya,NAIROBI,3,20,0,1
2024-06-05,PRD006,Salit Sugar 1kg,Sugar & Spices,Mini Supermarket,Bag ,98.0,18.0,1,0,79,135,160.0,Mumias Sugar Distributor,Kisumu,5,30,0,0
2025-08-26,PRD002,Pembe Unga 1kg,Flour & Grains,Mini Supermarket,BAG,28.0,9.0,1,0,18,78,95.0,Unga Ltd Nairobi,NAIROBI,3,25,0,0
2025-05-24,PRD014,DAP Fertiliser 50kg,fertilisers,Agrovet,BAG,117.0,10.0,2,0,105,3800,4500.0,MEA Fertilisers,Nairob,7,5,0,1
2025-04-02,PRD013,  Malaria RDT Kit  ,Diagnostics,Pharamcy,PCS,62.0,10.0,1,0,51,120,200.0,Medipharm Ltd,NAIROBI ,4,25,0,0
2025-06-18,PRD003,Brookside Milk 500ml,Dairy,Mini Supermarket,piece,95.0,18.0,3,34,88,55,70.0,Brookside Dairy Ltd,Kiambu ,2,40,0,0
2025-10-02,PRD017,Newcastle Vaccine 100dos,Veterinary,Agrovet,VIAL,38.0,35.0,3,0,0,250,400.0,Interchemie Kenya,NAIROB,4,10,0,0
2026-03-17,PRD006,Salit Sugar 1kg,Sugar & Spices,Mini Supermarket,Bag ,64.0,32.0,0,32,49,135,160.0,   ,Kisumu,5,30,0,0
2025-10-27,PRD014,DAP Fertiliser 50kg,Fertilisers,Agrovet,bag,119.0,4.0,1,0,114,3800,4500.0,MEA Fertilisers,Nairob,7,5,0,0
2024-09-15,PRD018,Drenching Gun Dewormer,Veterinary,Agrovet,Bottle,106.0,17.0,1,0,88,480,650.0,   ,nairobi,4,8,1,1
2024-10-28,PRD008,Royco Mchuzi Mix 75g,Seasonings,Mini Supermarket,Pack,17.0,0.0,1,0,16,42,55.0,Unilever Kenya,nairobi,3,35,0,0
20-Nov-2025,PRD016,Maize Seed 2kg,Seeds,Agrovet,PACK,76.0,36.0,1,0,39,380,520.0,   ,Nakurru,5,15,0,0
2024-11-11,PRD001,Unga Jogoo 2kg,Flour & Grains,Mini Supermarket,bag,8.0,0.0,2,0,6,145,175.0,Unga Ltd Nairobi,Nairobi ,3,30,0,0
2024-11-27,PRD011,ORS Sachets x6,Rehydration,Pharmacy,Pack,21.0,10.0,3,0,8,35,60.0,Dawa Ltd,nairobi,2,50,0,0
2024-12-25,PRD020,Earphones Generic,Accessories,Electronics,PCS,,21.0,0,0,62,150,300.0,,NAIROBI,2,12,0,0
2025-02-21,PRD013,Malaria RDT Kit,Diagnostics,Pharmacy,PCS,119.0,23.0,3,0,93,120,200.0,Medipharm Ltd,Nairobi ,4,25,0,0
2025-01-19,PRD007,Omo Washing Powder 1kg,Detergents,MINI SUPERMARKET,PACK,,27.0,2,0,63,295,398.25,Bidco Africa Mombasa Rd,Nairob,3,12,0,1
2024-07-31,PRD001,Unga Jogoo 2kg,Flour & Grains,Mini Supermarket,bag,56.0,6.0,2,0,48,145,,Unga Ltd Nairobi,Nairobi ,3,30,0,0
2024-08-27,PRD003,Brookside Milk 500ml,Dairy,Mini Supermarket,piece,33.0,17.0,1,68,83,55,70.0,Brookside Dairy Ltd,Kiambu ,2,40,0,0
"Jul 10, 2025",PRD008,Royco Mchuzi Mix 75g,Seasonings,Mini Supermarket,Pack,102.0,14.0,0,0,88,42,55.0,Unilever Kenya,nairobi,3,35,0,0
2025-08-04,PRD012,Dettol Antiseptic 100ml,Antiseptics,Pharmacy,Bottle,56.0,37.0,1,0,18,145,200.0,Reckitt Kenya,NAIROBI,3,20,0,0
2025-08-28,PRD015,CAN Fertiliser 50kg,Fertilisers,Agrovet,BAG,105.0,7.0,0,0,98,3200,3900.0,MEA Fertilisers,,7,5,0,0
2024-08-21,PRD015,CAN Fertiliser 50kg,Fertilisers,Agrovet,BAG,69.0,2.0,3,0,64,3200,3900.0,MEA Fertilisers,NAIROBI,7,5,0,0
2025-09-11,PRD017,Newcastle Vaccine 100dos,Veterinary,Agrovet ,VIAL,35.0,32.0,2,63,64,250,11941.865046624089,,Nairob,4,10,0,0
2025-08-30,PRD014,DAP Fertiliser 50kg,Fertilisers,Agrovet,bag,112.0,38.0,0,48,122,3800,4500.0,MEA Fertilisers,Nairob,7,5,0,1
2024-12-03,PRD019,Infinix Charger 33W,Accessories,electronics,PCS,107.0,,0,73,160,380,650.0,Luthuli Ave Wholesale,NAIROBI,2,10,0,0
2025-05-26,PRD014,DAP Fertiliser 50kg,Fertilisers,Agrovet,bag,71.0,27.0,1,0,43,3800,4500.0,MEA Fertilisers,nairob,7,5,0,0
2025-07-29,PRD009,  Paracetamol 500mg x10  ,Analgesics,Pharmacy,Strips,106.0,27.0,0,0,79,18,30.0,Shelys Pharmaceuticals,,2,60,0,0
2024-06-08,PRD003,Brookside Milk 500ml,Dairy,Mini Supermarket,piece,47.0,7.0,3,0,37,55,70.0,Brookside Dairy Ltd,Kiambu ,2,40,0,1
2025-01-12,PRD006,Salit Sugar 1kg,Sugar & Spices,Mini Supermarket,Bag ,6.0,0.0,1,0,5,135,160.0,Mumias Sugar Distributor,Kisumu,5,30,0,1
2025-04-08,PRD009,Paracetamol 500mg x10,Analgesics,Pharmacy,Strips,49.0,9.0,2,0,38,18,30.0,Shelys Pharmaceuticals,,2,60,0,0
2024-08-20,PRD012,Dettol Antiseptic 100ml,Antiseptics,Pharmacy,Bottle,75.0,14.0,0,0,61,145,200.0,Reckitt Kenya,NAIROBI,3,20,0,0
2024-03-03,PRD013,  Malaria RDT Kit  ,Diagnostics,Pharamcy,PCS,20.0,6.0,1,63,76,120,200.0,Medipharm Ltd,Nairobi ,4,25,1,1
2024-08-25,PRD001,Unga Jogoo 2kg,Flour & Grains,Mini Supermarket,bag,61.0,1.0,2,2,60,145,175.0,Unga Ltd Nairobi,Nairobi ,3,30,0,1
2025-11-01,PRD018,Drenching Gun Dewormer,Veterinary,Agrovet,Bottle,102.0,28.0,3,0,71,480,650.0,Interchemie Kenya,nairobi,4,8,0,1
22/09/2025,PRD017,Newcastle Vaccine 100dos,Veterinary,Agrovet,VIAL,82.0,8.0,3,46,117,250,400.0,Interchemie Kenya,Nairob,4,10,0,0
"Jul 20, 2024",PRD005,Elianto Cooking Oil 1L,Oils & Fats,Mini Supermarket,btl,98.0,,2,0,68,230,280.0,Kapa Oil Refineries,Nairobi,4,20,0,1
2025-05-18,PRD004,KCC Butter 250g,Dairy,Mini Supermarket,piece,52.0,25.0,0,76,103,210,260.0,Brookside Dairy Ltd,kiambu,2,15,0,1
2024-07-23,PRD010,Amoxicillin 250mg x6,Antibiotics,Pharmacy,Strips,85.0,33.0,0,0,52,55,90.0,Cosmos Pharmaceuticals,NAIROBI,3,40,0,0
2025-05-27,PRD015,CAN Fertiliser 50kg,Fertilisers,Agrovet,BAG,50.0,12.0,1,0,37,3200,3900.0,MEA Fertilisers,NAIROBI,7,5,0,0
2024-04-25,PRD017,Newcastle Vaccine 100dos,Veterinary,Agrovet,VIAL,14.0,5.0,3,0,6,250,400.0,Interchemie Kenya,Nairob,4,10,0,0
2025-12-13,PRD002,Pembe Unga 1kg,Flour & Grains,Mini Supermarket,BAG,35.0,4.0,0,0,42,78,95.0,Unga Ltd Nairobi,NAIROBI,3,25,0,1
2026-01-28,PRD004,KCC Butter 250g,Dairy,Mini Supermarket,piece,38.0,6.0,2,0,48,210,260.0,Brookside Dairy Ltd,kiambu,2,15,0,0
01-Jan-2025,PRD008,Royco Mchuzi Mix 75g,Seasonings,Mini Supermarket,Pack,55.0,32.0,1,0,4,42,55.0,Unilever Kenya,nairobi,3,35,0,0
2025-01-18,PRD005,Elianto Cooking Oil 1L,Oils & Fats,Mini Supermarket,btl,,15.0,0,47,78,230,280.0,Kapa Oil Refineries,Nairobi,4,20,0,1
2025-10-08,PRD001,Unga Jogoo 2kg,FLOUR & GRAINS,Mini Supermarket,Bag,20.0,4.0,2,45,59,145,175.0,Unga Ltd Nairobi,Nairobi ,3,30,0,0
04-01-2024,PRD002,Pembe Unga 1kg,Flour & Grains,Mini Supermarket,BAG,106.0,27.0,0,0,79,78,95.0,Unga Ltd Nairobi,NAIROBI,3,25,0,0
"Jun 07, 2025",PRD005,Elianto Cooking Oil 1L,Oils & Fats,Mini Supermarket,btl,65.0,4.0,0,0,61,230,,Kapa Oil Refineries,Nairobi,4,20,0,1
08/06/2024,PRD011,ORS Sachets x6,Rehydration,Pharmacy,Pack,107.0,18.0,2,76,163,35,60.0,Dawa Ltd,nairobi,2,50,0,0
2024-06-25,PRD004,KCC Butter 250g,DAIRY,Mini Supermarket,piece,21.0,16.0,1,45,49,210,260.0,Brookside Dairy Ltd,kiambu,2,15,0,0
2024-03-18,PRD003,Brookside Milk 500ml,Dairy,Mini Supermarket,piece,19.0,1.0,1,0,17,55,70.0,Brookside Dairy Ltd,Kiambu ,2,40,0,0
2024-08-27,PRD001,  Unga Jogoo 2kg  ,Flour & Grains,Mini Supermarket,bag,65.0,18.0,1,0,46,145,175.0,Unga Ltd Nairobi,Nairobi ,3,30,0,0
2024-06-21,PRD011,ORS Sachets x6,Rehydration,Pharmacy,Pack,12.0,3.0,2,0,7,35,60.0,,nairobi,2,50,0,0
2024-04-01,PRD013,Malaria RDT Kit,Diagnostics,Pharmacy,PCS,82.0,12.0,3,0,67,120,200.0,Medipharm Ltd,Nairobi ,4,25,0,0
2025-09-03,PRD001,Unga Jogoo 2kg,Flour & Grains,Mini Supermarket,bag,41.0,36.0,1,0,4,145,175.0,Unga Ltd Nairobi,Nairobi ,3,30,0,0
2025-02-27,PRD011,ORS Sachets x6,Rehydration,Pharmacy,Pack,112.0,32.0,1,5,84,35,60.0,Dawa Ltd,nairobi,2,50,0,0
2025-08-19,PRD017,  Newcastle Vaccine 100dos  ,Veterinary,Agrovet,VIAL,,6.0,3,0,57,250,400.0,,Nairob,4,10,0,0
2025-02-08,PRD008,Royco Mchuzi Mix 75g,Seasonings,Mini Supermarket,Pack,27.0,23.0,3,0,1,42,55.0,Unilever Kenya,nairobi,3,35,0,1
2024-02-23,PRD018,Drenching Gun Dewormer,Veterinary,agrovet,Bottle,117.0,39.0,1,0,77,480,650.0,Interchemie Kenya,nairobi,4,8,0,0
"Aug 31, 2025",PRD015,CAN Fertiliser 50kg,Fertilisers,Agrovet,BAG,100.0,2.0,2,0,96,3200,3900.0,MEA Fertilisers,Nairobi,7,5,0,1
2026-02-25,PRD018,Drenching Gun Dewormer,Veterinary,Agrovet,Bottle,,,2,0,97,480,650.0,Interchemie Kenya,,4,8,0,0
2026-03-20,PRD020,Earphones Generic,Accessories,Electronics,PCS,14.0,14.0,3,0,0,150,300.0,,NAIROBI,2,12,0,0
2025-12-04,PRD011,ORS Sachets x6,Rehydration,Pharmacy,Pack,65.0,-10.0,0,0,55,35,60.0,Dawa Ltd,nairobi,2,50,0,0
2024-04-05,PRD002,Pembe Unga 1kg,Flour & Grains,Mini Supermarket,BAG,54.0,0.0,1,8,61,78,95.0,Unga Ltd Nairobi,NAIROBI,3,25,0,0
2025-12-21,PRD008,Royco Mchuzi Mix 75g,Seasonings,Mini Supermarket,Pack,114.0,11.0,1,23,125,42,55.0,Unilever Kenya,nairobi,3,35,0,1
2025-01-30,PRD001,Unga Jogoo 2kg,Flour & Grains,Mini Supermarket,bag,118.0,21.0,3,0,89,145,175.0,Unga Ltd Nairobi,Nairobi ,3,30,0,0
2025-11-07,PRD003,Brookside Milk 500ml,Dairy,Mini Supermarket,piece,20.0,4.0,3,0,13,55,70.0,Brookside Dairy Ltd,Kiambu ,2,40,0,0
02/03/2024,PRD004,KCC Butter 250g,Dairy,Mini Supermarket,piece,16.0,10.0,2,0,4,210,260.0,Brookside Dairy Ltd,kiambu,2,15,0,1
2025-06-07,PRD019,Infinix Charger 33W,Accessories,Electronics,PCS,108.0,8.0,2,0,98,380,650.0,Luthuli Ave Wholesale,NAIROBI,2,10,0,1
2024-01-26,PRD001,Unga Jogoo 2kg,Flour & Grains,Mini Supermarket,bag,20.0,6.0,2,68,80,145,175.0,Unga Ltd Nairobi,NAIROBI ,3,30,0,0
2026-03-19,PRD001,Unga Jogoo 2kg,Flour & Grains,Mini Supermarket,bag,,30.0,2,0,21,145,175.0,Unga Ltd Nairobi,Nairobi ,3,30,0,0
2024-12-27,PRD017,Newcastle Vaccine 100dos,Veterinary,Agrovet,VIAL,54.0,26.0,3,0,25,250,400.0,Interchemie Kenya,,4,10,0,0
2025-09-19,PRD009,Paracetamol 500mg x10,Analgesics,Pharmacy,Strips,83.0,18.0,1,0,64,18,30.0,,Nairobi ,2,60,0,0
2025-01-10,PRD010,Amoxicillin 250mg x6,Antibiotics,Pharmacy,Strips,89.0,27.0,2,0,60,55,90.0,Cosmos Pharmaceuticals,NAIROBI,3,40,0,0
